X,Y0,Y1,Y2
2014,16.67,0.44,16.99
2014,16.72,0.44,16.2
2014,16.89,0.44,16.31
2014,16.84,0.44,16.5
2014,16.92,0.44,16.28
2014,16.64,0.43,15.8
2014,16.61,0.43,15.86
2014,16.67,0.43,16.1
2014,16.81,0.45,16.1
2014,16.7,0.44,15.95
2014,16.73,0.45,15.75
2014,16.94,0.44,15.33
2014,17.11,0.44,15.14
2014,17.21,0.45,14.84
2014,16.97,0.43,14.24
2014,16.89,0.43,14.45
2014,16.95,0.43,14.45
2014,16.98,0.45,14.54
2014,17.03,0.44,15.39
2014,17.0,0.45,15.72
2014,16.93,0.45,15.22
2014,16.64,0.44,14.41
2014,16.49,0.45,14.43
2014,16.63,0.45,14.56
2014,16.68,0.45,14.5
2014,16.39,0.44,13.8
2014,16.37,0.44,13.9
2014,16.35,0.44,13.29
2014,16.33,0.44,13.33
2014,16.54,0.44,13.49
2014,16.68,0.44,13.75
2014,16.67,0.45,14.62
2014,16.65,0.45,14.45
2014,17.87,0.46,14.19
2014,17.93,0.46,13.78
2014,18.67,0.45,13.59
2014,18.68,0.44,13.81
2014,18.79,0.44,13.88
2014,18.64,0.45,14.27
2014,18.62,0.44,14.09
2014,18.84,0.44,14.51
2014,18.94,0.45,14.58
2014,18.72,0.44,14.01
2014,18.74,0.45,12.96
2014,18.48,0.43,12.23
2014,18.71,0.44,12.48
2014,18.74,0.44,12.76
2014,18.83,0.43,12.9
2014,18.8,0.43,12.84
2014,18.83,0.43,12.8
2014,19.14,0.44,13.13
2014,19.11,0.44,13.29
2014,19.12,0.44,13.32
2014,19.22,0.44,13.79
2014,19.38,0.44,13.85
2014,19.73,0.45,14.26
2014,19.85,0.45,14.18
2014,20.07,0.46,14.17
2014,20.3,0.45,14.32
2014,20.01,0.46,13.96
2014,20.13,0.45,13.87
2014,20.42,0.45,13.75
2014,20.47,0.45,13.95
2014,20.53,0.46,14.05
2014,20.71,0.46,14.0
2014,20.97,0.46,13.8
2014,20.91,0.46,13.67
2014,20.77,0.47,13.99
2014,20.4,0.47,13.79
2014,20.46,0.47,15.03
2014,20.45,0.47,15.7
2014,20.36,0.47,15.45
2014,20.36,0.46,15.69
2014,20.42,0.46,15.42
2014,20.21,0.45,15.93
2014,20.24,0.45,16.13
2014,20.01,0.44,15.84
2014,20.09,0.44,16.03
2014,20.3,0.44,16.0
2014,20.68,0.44,16.3
2014,20.76,0.45,16.23
2014,20.75,0.45,16.16
2014,20.76,0.45,15.46
2014,21.18,0.45,15.32
2014,21.36,0.45,14.73
2014,21.17,0.46,14.95
2014,21.08,0.45,14.81
2014,21.16,0.45,14.77
2014,21.38,0.46,15.25
2014,21.37,0.46,15.18
2014,21.42,0.47,14.99
2014,21.02,0.46,14.7
2014,20.9,0.45,14.75
2014,20.96,0.44,14.88
2014,20.94,0.45,14.89
2014,21.6,0.44,14.98
2014,21.47,0.43,15.01
2014,21.59,0.43,15.13
2014,21.9,0.43,15.47
2014,21.94,0.43,15.22
2014,21.78,0.43,15.31
2014,21.5,0.43,15.43
2014,21.32,0.42,15.83
2014,21.31,0.42,16.03
2014,21.11,0.43,16.2
2014,21.07,0.42,16.76
2014,21.28,0.43,17.11
2014,21.02,0.45,16.78
2014,21.3,0.45,17.58
2014,21.48,0.45,17.35
2014,21.56,0.46,17.71
2014,21.63,0.45,17.53
2014,21.77,0.46,17.47
2014,22.03,0.46,17.82
2014,22.32,0.47,17.29
2014,22.41,0.46,17.25
2014,22.38,0.46,17.25
2014,22.5,0.46,17.13
2014,22.65,0.46,17.58
2014,22.51,0.47,17.7
2014,22.74,0.47,17.62
2014,22.79,0.46,17.63
2014,22.82,0.47,18.13
2014,23.0,0.47,18.99
2014,22.88,0.47,19.2
2014,22.19,0.48,19.43
2014,22.04,0.48,18.86
2014,22.02,0.48,18.99
2014,22.86,0.47,19.03
2014,22.42,0.47,18.76
2014,22.49,0.47,18.99
2014,22.66,0.47,18.83
2014,22.85,0.46,18.29
2014,22.45,0.46,17.5
2014,22.57,0.46,17.65
2014,22.69,0.47,17.71
2014,22.69,0.47,17.43
2014,22.65,0.47,17.07
2014,22.83,0.45,16.92
2014,22.81,0.45,16.86
2014,22.33,0.45,17.0
2014,22.34,0.45,16.65
2014,22.27,0.45,16.58
2014,22.51,0.44,16.51
2014,22.33,0.44,16.18
2014,22.22,0.44,16.85
2014,22.22,0.44,17.1
2014,22.32,0.44,17.5
2014,22.2,0.44,17.43
2014,22.42,0.44,17.53
2014,22.7,0.43,17.7
2014,22.62,0.43,16.39
2014,22.57,0.41,15.93
2014,22.29,0.42,15.5
2014,21.98,0.42,15.4
2014,21.67,0.42,15.33
2014,21.95,0.43,15.65
2014,22.16,0.42,15.49
2014,22.84,0.44,15.69
2014,23.08,0.44,15.83
2014,23.29,0.44,15.75
2014,23.39,0.44,15.85
2014,23.39,0.44,15.64
2014,23.67,0.45,16.31
2014,23.81,0.45,16.1
2014,23.8,0.45,16.03
2014,23.96,0.47,16.21
2014,24.46,0.48,16.5
2014,24.28,0.48,16.16
2014,24.24,0.48,16.09
2014,24.23,0.48,16.45
2014,24.34,0.49,16.19
2014,24.35,0.48,16.19
2014,24.44,0.48,16.79
2014,24.81,0.47,16.82
2014,25.26,0.47,17.05
2014,25.43,0.47,17.26
2014,26.12,0.48,17.27
2014,25.76,0.48,17.33
2014,25.77,0.48,16.79
2014,26.02,0.49,16.73
2014,26.18,0.49,16.85
2014,26.45,0.5,16.51
2014,26.67,0.5,16.65
2014,26.52,0.5,16.6
2014,26.59,0.51,16.45
2014,26.56,0.5,16.16
2014,25.78,0.5,15.66
2014,25.91,0.51,15.31
2014,26.1,0.51,15.39
2014,25.85,0.51,15.29
2014,25.53,0.51,14.99
2014,25.45,0.5,14.52
2014,25.58,0.5,14.45
2014,25.34,0.49,14.36
2014,24.91,0.48,14.11
2014,24.85,0.49,13.99
2014,24.53,0.48,13.58
2014,24.46,0.48,13.78
2014,25.09,0.5,14.56
2014,25.22,0.49,14.69
2014,25.27,0.5,14.94
2014,25.24,0.5,14.95
2014,25.1,0.5,14.83
2014,25.5,0.5,15.23
2014,25.56,0.5,15.19
2014,25.37,0.49,15.04
2014,25.19,0.49,15.05
2015,24.82,0.49,14.88
2015,24.2,0.48,14.43
2015,23.92,0.48,14.28
2015,24.1,0.47,14.32
2015,24.98,0.48,14.25
2015,25.22,0.48,14.0
2015,25.08,0.48,13.63
2015,25.12,0.49,13.84
2015,24.61,0.48,13.01
2015,24.51,0.48,13.05
2015,23.96,0.48,12.97
2015,24.27,0.49,12.94
2015,24.73,0.49,13.25
2015,25.05,0.5,13.55
2015,25.33,0.5,13.57
2015,25.47,0.5,13.91
2015,25.05,0.49,13.87
2015,26.3,0.48,13.76
2015,26.54,0.48,13.73
2015,26.72,0.48,13.83
2015,26.54,0.47,14.13
2015,26.52,0.48,14.69
2015,26.84,0.49,14.77
2015,26.88,0.49,15.03
2015,26.88,0.5,14.89
2015,26.79,0.49,14.53
2015,27.31,0.5,14.7
2015,27.93,0.5,14.32
2015,28.5,0.54,13.54
2015,28.46,0.54,13.73
2015,28.81,0.54,13.71
2015,28.79,0.54,13.74
2015,28.85,0.54,14.16
2015,28.95,0.54,14.51
2015,29.74,0.54,14.55
2015,29.87,0.54,13.82
2015,29.42,0.54,13.81
2015,29.26,0.54,14.07
2015,29.19,0.53,13.9
2015,29.13,0.55,13.56
2015,28.96,0.54,13.35
2015,28.97,0.54,13.5
2015,28.79,0.55,13.75
2015,28.92,0.55,13.38
2015,28.97,0.55,12.97
2015,28.44,0.56,12.9
2015,27.9,0.56,13.08
2015,27.92,0.55,12.96
2015,28.04,0.55,12.78
2015,27.94,0.56,13.06
2015,28.47,0.56,13.25
2015,28.88,0.56,13.39
2015,28.9,0.56,13.64
2015,28.71,0.57,13.27
2015,28.58,0.56,13.37
2015,28.63,0.55,13.59
2015,28.35,0.54,13.24
2015,27.92,0.51,12.99
2015,27.88,0.52,12.62
2015,28.26,0.52,12.82
2015,28.28,0.52,12.92
2015,27.97,0.51,12.82
2015,28.07,0.51,12.88
2015,28.51,0.52,13.85
2015,28.64,0.53,13.67
2015,28.26,0.53,14.06
2015,28.3,0.54,14.02
2015,28.44,0.55,14.11
2015,28.74,0.55,14.2
2015,28.46,0.54,13.97
2015,28.42,0.55,13.97
2015,28.42,0.55,13.94
2015,28.2,0.54,13.79
2015,28.64,0.54,13.86
2015,28.66,0.54,14.05
2015,28.81,0.54,14.79
2015,29.16,0.54,14.77
2015,29.21,0.54,14.72
2015,29.76,0.54,15.92
2015,30.08,0.54,15.7
2015,29.42,0.54,15.66
2015,28.76,0.54,15.53
2015,29.09,0.55,15.45
2015,29.19,0.55,15.65
2015,28.72,0.54,15.97
2015,28.34,0.54,15.63
2015,28.31,0.54,15.83
2015,28.65,0.53,15.89
2015,28.64,0.5,16.19
2015,28.49,0.51,16.42
2015,28.56,0.51,16.55
2015,28.95,0.52,16.33
2015,29.07,0.52,16.63
2015,29.35,0.52,16.66
2015,29.38,0.51,16.73
2015,29.41,0.52,16.52
2015,29.55,0.51,16.44
2015,29.85,0.51,16.57
2015,29.84,0.51,16.8
2015,29.69,0.53,16.63
2015,29.62,0.54,16.79
2015,29.51,0.54,16.86
2015,29.5,0.55,16.77
2015,29.33,0.54,16.63
2015,29.4,0.54,16.71
2015,29.32,0.54,16.62
2015,29.12,0.54,16.65
2015,29.01,0.54,17.25
2015,28.75,0.53,17.18
2015,29.04,0.53,16.93
2015,29.23,0.53,16.96
2015,28.81,0.53,16.9
2015,28.57,0.51,16.75
2015,28.7,0.52,16.9
2015,28.71,0.53,17.62
2015,28.81,0.53,17.56
2015,28.7,0.54,17.59
2015,28.75,0.53,17.63
2015,28.65,0.53,17.87
2015,29.14,0.52,17.82
2015,29.01,0.52,18.09
2015,28.73,0.51,17.94
2015,28.39,0.5,17.73
2015,28.31,0.49,18.06
2015,28.5,0.51,18.17
2015,28.44,0.5,18.83
2015,28.34,0.5,18.78
2015,28.32,0.49,18.35
2015,27.98,0.48,17.39
2015,27.85,0.49,17.53
2015,27.81,0.48,17.53
2015,28.23,0.48,17.5
2015,28.37,0.48,17.73
2015,28.55,0.48,17.83
2015,28.86,0.49,17.81
2015,29.1,0.49,18.37
2015,29.85,0.49,19.11
2015,29.84,0.49,18.23
2015,28.18,0.48,17.96
2015,28.53,0.48,17.99
2015,28.23,0.48,18.07
2015,27.75,0.47,17.63
2015,27.82,0.48,17.69
2015,27.73,0.49,17.86
2015,27.52,0.49,17.8
2015,27.53,0.49,17.96
2015,27.52,0.49,17.78
2015,26.42,0.49,17.78
2015,26.37,0.51,18.07
2015,26.27,0.5,17.0
2015,26.22,0.57,16.25
2015,27.06,0.58,16.2
2015,26.65,0.58,15.95
2015,26.03,0.58,15.98
2015,26.25,0.58,16.43
2015,26.23,0.57,16.53
2015,26.53,0.57,17.11
2015,26.49,0.57,17.4
2015,26.28,0.57,17.38
2015,25.79,0.56,16.97
2015,25.24,0.54,16.25
2015,24.54,0.53,15.43
2015,25.06,0.53,15.39
2015,24.78,0.53,15.2
2015,25.54,0.55,16.32
2015,25.55,0.56,16.76
2015,25.83,0.55,17.0
2015,25.23,0.54,16.4
2015,25.34,0.54,16.53
2015,25.43,0.55,16.81
2015,24.91,0.54,16.27
2015,25.38,0.55,16.61
2015,25.71,0.56,16.95
2015,25.55,0.56,16.71
2015,25.76,0.55,16.68
2015,26.36,0.55,16.95
2015,26.28,0.56,16.97
2015,26.28,0.56,17.53
2015,26.27,0.58,17.7
2015,25.78,0.57,17.59
2015,26.02,0.57,18.1
2015,25.75,0.56,17.51
2015,25.87,0.56,17.47
2015,26.05,0.58,17.56
2015,26.32,0.59,17.79
2015,25.84,0.58,17.32
2015,25.6,0.58,16.98
2015,25.15,0.6,16.83
2015,24.72,0.6,16.57
2015,25.04,0.6,16.51
2015,25.12,0.63,16.66
2015,25.2,0.63,16.2
2015,25.21,0.64,15.85
2015,24.85,0.64,15.38
2015,25.32,0.64,14.96
2015,25.43,0.64,14.87
2015,25.36,0.65,14.83
2015,25.15,0.68,14.73
2015,25.28,0.68,14.78
2015,25.26,0.68,15.37
2015,25.2,0.68,15.41
2015,25.75,0.68,15.24
2015,26.07,0.68,14.32
2015,26.05,0.69,14.38
2015,26.89,0.7,14.36
2015,26.64,0.7,14.39
2015,26.28,0.7,14.47
2015,26.9,0.7,14.23
2015,27.22,0.69,14.25
2015,27.34,0.69,14.11
2015,27.37,0.7,14.39
2015,27.85,0.7,14.3
2015,27.92,0.7,15.52
2015,27.79,0.69,15.64
2015,27.59,0.78,15.56
2015,27.59,0.77,15.53
2015,26.74,0.76,14.91
2015,26.59,0.75,14.63
2015,26.46,0.75,14.6
2015,26.18,0.74,14.2
2015,25.87,0.74,14.33
2015,26.06,0.75,14.4
2015,26.61,0.76,14.76
2015,27.12,0.77,15.08
2015,27.16,0.77,15.0
2015,27.12,0.77,14.61
2015,27.03,0.77,14.73
2015,27.0,0.77,15.39
2015,26.82,0.77,15.48
2015,27.05,0.78,15.62
2015,26.91,0.8,15.87
2015,26.75,0.81,15.91
2015,26.45,0.81,15.83
2015,27.01,0.82,15.55
2015,27.15,0.82,15.71
2015,26.86,0.82,15.25
2015,26.66,0.82,15.17
2015,26.49,0.81,15.23
2015,26.13,0.8,15.05
2015,25.52,0.8,14.73
2015,25.55,0.81,14.81
2015,25.36,0.81,15.66
2015,25.42,0.82,15.85
2015,24.81,0.8,15.73
2015,24.32,0.8,15.72
2015,24.4,0.81,15.77
2015,24.65,0.81,15.56
2015,24.69,0.81,15.46
2015,24.39,0.81,15.47
2015,24.78,0.82,15.85
2015,24.62,0.83,16.24
2015,24.24,0.82,16.23
2016,23.87,0.79,15.43
2016,23.97,0.82,15.13
2016,23.19,0.79,14.67
2016,22.68,0.76,14.56
2016,22.45,0.75,14.7
2016,22.44,0.73,14.3
2016,22.81,0.75,14.25
2016,22.92,0.75,14.18
2016,22.76,0.71,14.0
2016,22.13,0.68,13.67
2016,22.34,0.69,14.03
2016,22.24,0.68,13.42
2016,22.17,0.69,13.55
2016,22.98,0.7,13.7
2016,23.0,0.7,13.57
2016,22.85,0.7,13.19
2016,21.89,0.7,12.88
2016,21.41,0.7,12.75
2016,22.05,0.72,12.92
2016,21.9,0.72,13.3
2016,21.75,0.71,12.87
2016,21.93,0.69,12.26
2016,22.16,0.7,11.73
2016,22.07,0.69,11.53
2016,21.79,0.64,10.48
2016,21.85,0.65,10.65
2016,21.94,0.64,10.33
2016,21.57,0.62,10.88
2016,21.52,0.63,10.47
2016,22.05,0.66,10.86
2016,22.36,0.68,11.29
2016,22.52,0.76,11.53
2016,22.03,0.75,11.17
2016,22.07,0.78,11.93
2016,21.97,0.78,12.12
2016,21.95,0.78,11.97
2016,22.03,0.78,12.57
2016,22.32,0.78,12.8
2016,22.37,0.78,13.09
2016,22.95,0.8,13.06
2016,22.97,0.81,12.57
2016,23.16,0.81,13.16
2016,23.63,0.81,13.6
2016,23.42,0.8,13.98
2016,23.17,0.79,13.83
2016,23.13,0.79,13.96
2016,23.28,0.79,14.22
2016,23.29,0.79,13.96
2016,23.43,0.79,14.45
2016,23.95,0.79,14.6
2016,24.21,0.81,14.84
2016,24.25,0.81,15.23
2016,24.25,0.84,15.63
2016,24.51,0.83,15.99
2016,24.43,0.83,15.93
2016,24.38,0.85,15.65
2016,24.2,0.85,15.26
2016,24.18,0.86,15.65
2016,24.55,0.87,15.49
2016,25.14,0.89,15.7
2016,25.03,0.88,15.83
2016,25.05,0.89,16.53
2016,25.55,0.9,16.81
2016,25.22,0.88,17.1
2016,25.27,0.88,17.85
2016,25.14,0.88,17.96
2016,25.0,0.88,17.39
2016,25.19,0.89,17.27
2016,25.16,0.88,16.79
2016,25.58,0.9,17.03
2016,25.59,0.91,17.12
2016,25.57,0.92,16.97
2016,24.81,0.91,17.22
2016,24.59,0.91,16.96
2016,24.61,0.9,16.91
2016,24.35,0.9,16.73
2016,24.25,0.9,16.93
2016,24.06,0.9,17.16
2016,23.98,0.91,17.05
2016,22.48,0.91,17.0
2016,22.29,0.91,16.9
2016,21.57,0.88,16.56
2016,21.42,0.89,16.21
2016,21.8,0.88,15.93
2016,21.84,0.86,15.63
2016,21.55,0.87,15.24
2016,21.41,0.87,14.42
2016,21.48,0.87,14.41
2016,21.44,0.88,13.96
2016,21.44,0.89,14.37
2016,21.26,0.89,14.11
2016,21.0,1.0,14.08
2016,21.63,1.05,14.21
2016,21.7,1.04,13.99
2016,21.81,1.07,14.35
2016,21.68,1.07,14.45
2016,21.86,1.09,14.7
2016,22.27,1.09,14.84
2016,22.47,1.12,14.58
2016,22.85,1.12,14.76
2016,23.08,1.13,15.02
2016,23.02,1.13,15.06
2016,23.0,1.15,14.98
2016,22.81,1.16,14.83
2016,22.42,1.17,14.66
2016,22.51,1.15,14.8
2016,23.34,1.15,14.73
2016,22.88,1.15,15.63
2016,22.81,1.14,16.06
2016,22.91,1.16,15.69
2016,22.76,1.16,15.2
2016,22.71,1.17,15.05
2016,22.56,1.16,14.81
2016,22.55,1.17,14.79
2016,22.39,1.17,14.54
2016,22.14,1.17,14.67
2016,22.12,1.18,14.92
2016,22.07,1.18,14.84
2016,22.2,1.17,13.73
2016,22.06,1.19,13.17
2016,21.69,1.16,13.01
2016,21.32,1.12,13.25
2016,21.46,1.13,13.6
2016,21.66,1.15,14.12
2016,21.94,1.16,14.23
2016,22.1,1.16,14.55
2016,21.86,1.16,14.3
2016,21.92,1.18,14.35
2016,22.11,1.2,14.54
2016,22.2,1.25,14.65
2016,22.37,1.29,15.12
2016,22.38,1.31,15.17
2016,22.38,1.31,15.04
2016,22.68,1.32,15.0
2016,22.75,1.3,14.85
2016,22.94,1.31,15.14
2016,22.91,1.32,15.27
2016,23.02,1.34,15.32
2016,23.14,1.33,15.19
2016,22.75,1.34,14.97
2016,22.64,1.37,15.43
2016,22.45,1.4,15.33
2016,23.91,1.4,15.56
2016,23.93,1.39,15.38
2016,23.95,1.41,15.69
2016,24.32,1.41,15.78
2016,24.3,1.4,15.32
2016,24.25,1.38,15.31
2016,24.42,1.41,15.39
2016,24.8,1.43,15.47
2016,24.96,1.45,15.31
2016,25.09,1.46,15.44
2016,25.08,1.46,15.32
2016,25.09,1.47,15.17
2016,24.98,1.56,15.11
2016,25.23,1.56,15.3
2016,25.39,1.55,15.15
2016,25.19,1.54,14.99
2016,25.25,1.53,15.04
2016,25.27,1.54,15.01
2016,25.13,1.54,15.01
2016,25.18,1.56,15.23
2016,25.05,1.55,15.14
2016,24.85,1.52,14.92
2016,24.87,1.53,14.86
2016,24.75,1.54,14.69
2016,24.53,1.53,14.41
2016,24.55,1.52,14.17
2016,24.6,1.56,14.07
2016,24.88,1.56,13.55
2016,24.95,1.55,13.55
2016,25.05,1.56,13.77
2016,24.71,1.54,13.33
2016,24.35,1.53,13.33
2016,24.35,1.5,13.42
2016,25.06,1.51,13.23
2016,26.04,1.49,13.19
2016,26.66,1.54,13.5
2016,26.75,1.56,13.71
2016,26.76,1.61,13.96
2016,26.29,1.58,13.85
2016,26.26,1.6,13.8
2016,26.48,1.61,13.82
2016,26.44,1.61,14.01
2016,26.12,1.59,14.07
2016,26.07,1.64,14.0
2016,26.41,1.64,13.88
2016,26.21,1.66,13.82
2016,26.11,1.7,13.67
2016,26.04,1.71,14.38
2016,26.33,1.71,14.22
2016,26.18,1.71,14.21
2016,26.34,1.67,13.61
2016,26.39,1.67,13.42
2016,26.89,1.66,13.61
2016,27.34,1.65,13.48
2016,27.18,1.64,13.59
2016,27.05,1.62,13.39
2016,27.22,1.64,13.43
2016,27.14,1.64,13.23
2016,27.23,1.65,13.3
2016,27.13,1.64,13.78
2016,27.04,1.67,13.53
2016,26.93,1.66,13.44
2016,27.12,1.74,13.6
2016,27.26,1.78,13.65
2016,26.65,1.79,13.55
2016,26.69,1.79,14.25
2016,26.54,1.77,13.69
2016,26.31,1.76,13.5
2016,26.21,1.77,13.23
2016,25.88,1.73,12.85
2016,25.81,1.7,12.76
2016,25.53,1.69,12.9
2016,25.59,1.76,12.95
2016,25.87,1.77,13.17
2016,25.77,1.74,12.8
2016,25.72,1.76,12.77
2016,25.21,2.18,12.59
2016,24.96,2.17,12.55
2016,24.93,2.15,12.43
2016,25.52,2.28,12.32
2016,25.55,2.33,12.63
2016,25.59,2.32,12.87
2016,25.93,2.32,12.59
2016,26.03,2.31,12.76
2016,25.82,2.35,13.04
2016,25.9,2.34,13.15
2016,26.04,2.33,13.29
2016,25.94,2.33,13.12
2016,25.98,2.32,12.79
2016,25.69,2.27,12.57
2016,25.49,2.19,12.33
2016,25.48,2.28,12.59
2016,25.55,2.31,12.44
2016,25.74,2.35,12.89
2016,26.03,2.38,12.83
2016,26.56,2.32,12.92
2016,26.63,2.22,12.96
2016,26.84,2.27,13.42
2016,26.9,2.39,13.53
2016,27.03,2.46,13.38
2016,26.97,2.48,13.51
2016,27.18,2.52,13.63
2016,27.2,2.61,13.93
2016,27.18,2.61,14.15
2016,26.98,2.68,14.0
2016,26.98,2.71,14.23
2016,27.27,2.89,14.82
2016,27.32,2.95,14.92
2016,27.11,2.75,14.61
2016,27.14,2.76,14.5
2017,26.93,2.62,14.69
2017,26.98,2.6,15.2
2017,27.06,2.61,15.17
2017,27.36,2.57,15.35
2017,27.65,2.66,15.46
2017,27.64,2.69,15.47
2017,27.77,2.62,15.33
2017,27.62,2.58,15.38
2017,27.7,2.59,15.86
2017,27.84,2.54,16.0
2017,27.9,2.54,15.98
2017,27.8,2.62,16.58
2017,27.89,2.63,16.4
2017,27.97,2.61,16.73
2017,27.81,2.65,16.99
2017,28.27,2.69,17.23
2017,28.35,2.71,17.05
2017,28.33,2.76,16.87
2017,28.16,2.73,17.02
2017,28.11,2.71,17.06
2017,30.21,2.81,16.88
2017,29.96,2.85,16.83
2017,29.91,2.86,16.81
2017,30.21,2.89,17.19
2017,30.58,2.98,17.33
2017,30.61,2.94,17.56
2017,30.8,2.93,18.08
2017,30.91,2.97,18.06
2017,31.12,2.81,18.72
2017,31.41,2.71,19.16
2017,31.69,2.7,18.82
2017,31.6,2.7,18.67
2017,31.58,2.65,18.19
2017,31.8,2.74,18.76
2017,31.88,2.76,18.9
2017,31.97,2.62,17.64
2017,31.78,2.52,17.22
2017,31.96,2.59,16.56
2017,31.96,2.59,16.73
2017,32.59,2.57,16.99
2017,32.62,2.54,16.89
2017,32.51,2.44,16.79
2017,32.5,2.42,16.78
2017,32.55,2.45,16.93
2017,32.51,2.5,16.67
2017,32.27,2.45,16.58
2017,32.41,2.47,16.43
2017,32.42,2.52,16.46
2017,32.47,2.53,17.21
2017,32.73,2.54,17.4
2017,32.79,2.56,17.72
2017,32.79,2.62,17.69
2017,32.9,2.7,17.64
2017,33.21,2.71,17.65
2017,32.93,2.67,17.0
2017,32.92,2.68,17.18
2017,32.96,2.7,17.59
2017,32.84,2.67,18.04
2017,33.49,2.69,18.71
2017,33.6,2.68,18.64
2017,33.6,2.71,18.8
2017,33.55,2.71,18.65
2017,33.51,2.7,19.93
2017,33.69,2.58,20.32
2017,33.82,2.52,20.33
2017,33.61,2.5,20.13
2017,33.53,2.51,20.18
2017,33.46,2.48,20.92
2017,33.33,2.44,20.9
2017,33.05,2.43,20.56
2017,33.11,2.4,20.49
2017,32.99,2.45,20.27
2017,33.03,2.46,20.06
2017,33.02,2.49,20.44
2017,33.23,2.5,20.61
2017,33.18,2.51,20.43
2017,33.47,2.55,20.7
2017,33.69,2.6,20.93
2017,33.62,2.6,20.97
2017,33.52,2.61,20.87
2017,33.55,2.61,20.99
2017,34.23,2.64,21.82
2017,34.44,2.6,21.84
2017,34.3,2.58,21.44
2017,34.21,2.59,20.52
2017,34.64,2.57,20.57
2017,35.74,2.58,20.92
2017,36.01,2.59,21.47
2017,35.8,3.0,21.7
2017,35.97,3.22,21.73
2017,36.52,3.2,21.8
2017,36.58,3.32,21.35
2017,36.44,3.39,21.34
2017,36.09,3.33,20.98
2017,35.8,3.29,20.93
2017,35.95,3.41,21.1
2017,36.09,3.44,20.96
2017,36.17,3.45,20.72
2017,36.0,3.48,20.73
2017,36.04,3.46,21.13
2017,36.01,3.59,21.7
2017,36.06,3.61,22.42
2017,36.0,3.63,22.86
2017,35.8,3.58,22.99
2017,36.3,3.59,22.86
2017,36.06,3.67,23.23
2017,36.38,3.7,23.97
2017,36.42,3.7,24.03
2017,36.32,3.95,24.79
2017,36.24,4.16,25.12
2017,34.11,3.75,24.3
2017,34.43,3.82,25.07
2017,34.44,3.8,25.62
2017,33.73,3.79,25.03
2017,33.74,3.82,25.2
2017,34.26,3.89,25.11
2017,34.29,3.99,25.26
2017,34.11,3.94,25.13
2017,34.25,3.96,25.67
2017,34.36,3.93,25.8
2017,34.62,3.87,25.8
2017,34.13,3.75,25.09
2017,34.12,3.75,24.78
2017,33.89,3.72,24.73
2017,33.85,3.65,24.45
2017,33.93,3.6,24.76
2017,33.81,3.56,23.15
2017,33.51,3.59,21.39
2017,33.8,3.64,21.13
2017,34.08,3.8,21.2
2017,34.05,3.86,21.82
2017,34.13,4.02,22.21
2017,34.67,4.11,22.11
2017,34.87,4.07,21.89
2017,35.23,4.14,21.81
2017,35.05,4.11,21.94
2017,35.36,4.13,22.11
2017,35.43,4.14,22.01
2017,35.13,4.18,22.08
2017,35.59,4.17,22.89
2017,35.92,4.1,23.04
2017,35.94,4.2,23.03
2017,35.96,4.17,23.17
2017,35.08,4.08,22.64
2017,35.1,4.11,22.77
2017,35.08,4.06,21.63
2017,37.3,4.1,21.81
2017,36.71,4.11,23.33
2017,36.75,4.2,23.82
2017,37.11,4.26,23.97
2017,37.79,4.31,24.57
2017,37.66,4.25,24.67
2017,37.51,4.26,24.44
2017,37.17,3.93,24.08
2017,37.55,4.16,24.51
2017,38.02,4.19,24.37
2017,38.09,4.16,24.43
2017,37.67,4.09,24.22
2017,37.39,4.06,23.6
2017,37.01,4.02,23.05
2017,37.51,4.02,22.82
2017,37.62,4.11,23.57
2017,37.68,4.13,23.78
2017,37.64,4.12,23.71
2017,37.97,4.08,23.16
2017,38.24,4.09,23.27
2017,38.42,4.11,23.56
2017,38.56,4.19,23.9
2017,38.66,4.25,23.84
2017,38.5,4.17,23.7
2017,38.21,4.15,23.4
2017,38.03,4.15,23.5
2017,37.77,4.12,23.32
2017,37.99,4.19,24.25
2017,38.43,4.2,24.58
2017,37.5,4.24,24.54
2017,37.36,4.26,25.2
2017,37.73,4.45,25.33
2017,37.62,4.73,25.97
2017,37.45,4.69,25.49
2017,37.1,4.68,25.22
2017,36.52,4.51,25.12
2017,35.69,4.51,24.66
2017,35.59,4.39,23.83
2017,36.08,4.42,23.42
2017,36.27,4.36,23.43
2017,36.16,4.35,22.85
2017,36.13,4.44,22.98
2017,36.2,4.5,22.91
2017,36.35,4.46,23.24
2017,36.07,4.49,23.91
2017,36.44,4.5,23.83
2017,36.45,4.49,24.01
2017,36.74,4.61,23.45
2017,37.04,4.77,23.71
2017,36.8,4.72,23.84
2017,36.89,4.77,23.99
2017,36.87,4.82,23.9
2017,37.51,4.89,23.63
2017,37.71,4.92,23.75
2017,37.67,4.9,24.2
2017,36.82,4.89,23.81
2017,36.98,4.93,23.64
2017,36.96,4.91,23.33
2017,36.9,4.91,22.85
2017,36.93,4.92,22.5
2017,37.0,4.85,22.02
2017,38.35,4.99,21.64
2017,39.4,5.09,21.59
2017,39.77,5.14,22.13
2017,39.84,5.19,22.17
2017,39.5,5.14,20.58
2017,40.85,5.16,20.42
2017,41.02,5.19,20.5
2017,41.08,5.26,20.43
2017,41.31,5.24,20.46
2017,41.28,5.1,20.3
2017,41.26,5.4,20.56
2017,41.05,5.37,21.12
2017,40.81,5.31,21.09
